"Id","Link","Make","Model","Trim","Year","Price","Mileage","Date_sold","Average_Year_per_Trim","Average_Milerange_per_Trim_Year_LR","Average_Price_per_Trim","Year_Effect","Mileage_Effect","L_Predicted_Price","L_Price_Gap_Percentage","R_Predicted_Price","R_Price_Gap_Percentage","Count"
"1712650217-241","https://qatarsale.com/en/product/toyota_land_cruiser_gxr_white_suv_automatic_2021-215219","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR-8-Automatic","2021","199,999","122,000","","2,017.848"," 88,681.12","164,700.00"," 48,864.488","-14,118.792832","199,445.7",-0.276656143083178,"194,680.2",-2.65939107473307,8
"1712650217-226","https://qatarsale.com/en/product/toyota_land_cruiser_gxr_twin_turbo_black_suv_automatic_2024-213955","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","2024","305,000","      0","","2,023.058","     0.00","288,938.64"," 23,345.9717","      0.000","312,284.6",2.38839678922746,"312,716.2",2.52991362056355,8
"1712650239-320","https://qatarsale.com/en/product/toyota_land_cruiser_gxr_twin_turbo_gray_suv_automatic_2023-215325","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","2023","290,000"," 17,000","","2,023.058","12,245.96","288,938.64","   -704.1659"," -3,575.969","284,658.5",-1.84189528094416,"292,227.7",0.768181933714599,8
"1712650227-275","https://qatarsale.com/en/product/toyota_land_cruiser_gxr_twin_turbo_white_suv_automatic_2022-215251","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","2022","230,000"," 98,000","","2,023.058","28,557.78","288,938.64","-24,754.3035","-30,198.264","233,986.1",1.73307431597277,"230,201.7",0.0876780538302188,8
"1712650201-197","https://qatarsale.com/en/product/toyota_land_cruiser_gxr_grand_touring_black_suv_automatic_2022-209814","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","2022","233,000","128,000","","2,023.058","28,557.78","288,938.64","-24,754.3035","-42,879.112","221,305.2",-5.01921766253689,"232,119.3",-0.377968526466414,8
"1712650217-224","https://qatarsale.com/en/product/toyota_land_cruiser_gxr_twin_turbo_white_suv_automatic_2024-210903","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","2024","325,000","      0","","2,023.058","     0.00","288,938.64"," 23,345.9717","      0.000","312,284.6",-3.91242762857115,"312,716.2",-3.77961952531728,8
"1712650217-228","https://qatarsale.com/en/product/toyota_land_cruiser_gxr_twin_turbo_black_suv_automatic_2024-213962","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","2024","334,000","      0","","2,023.058","     0.00","288,938.64"," 23,345.9717","      0.000","312,284.6",-6.501613710436,"312,716.2",-6.37238426864706,8
"1712650217-231","https://qatarsale.com/en/product/toyota_land_cruiser_gxr_twin_turbo_black_suv_automatic_2024-213976","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","2024","337,000","      0","","2,023.058","     0.00","288,938.64"," 23,345.9717","      0.000","312,284.6",-7.33394355871105,"312,716.2",-7.20586452738314,8
"1712650217-229","https://qatarsale.com/en/product/toyota_land_cruiser_gxr_twin_turbo_white_suv_automatic_2023-213966","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR Twin Turbo-6-Automatic","2023","315,000","      0","","2,023.058","12,245.96","288,938.64","   -704.1659","  5,647.534","293,882.0",-6.70412482262678,"287,705.0",-8.66508750227814,8
"1712650146-10","https://qatarsale.com/en/product/toyota_land_cruiser_gxr_white_edition_white_suv_automatic_2017-212997","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR White Edition-8-Automatic","2017","159,000","133,000","","2,018.20","155,000.00","190,000.00","-27,250","3,906","166,656",4.81509433962264,"159,491.5",0.309089547768803,1
"1712650189-172","https://qatarsale.com/en/product/toyota_land_cruiser_lx_beige_pick_up_automatic_2024-206831","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-Hard Top-6-Automatic","2024","174,999","3,000","","2,024.00","4,000.00","194,399.80","3,600.2","-1,900.8","196,099.2",12.0573260418631,"190,714",8.98003227773535,1
"1712650217-225","https://qatarsale.com/en/product/toyota_land_cruiser_vx_twin_turbo_silver_suv_automatic_2023-209799","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VX Twin Turbo-6-Automatic","2023","332,000","0","","2,022.775","23,707.04","317,681.32"," 5,587.385","12,261.99","335,530.7",1.06346207187405,"339,523.6",2.26613788094743,2
"1712650217-227","https://qatarsale.com/en/product/toyota_land_cruiser_vx_twin_turbo_white_suv_automatic_2024-213958","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VX Twin Turbo-6-Automatic","2024","355,000","0","","2,022.775","     0.00","317,681.32","37,622.107","     0.00","355,303.4",0.0854720918127683,"352,557.6",-0.688001885173554,2
"1712650250-342","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_pearl_suv_automatic_2016-208975","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2016","132,000","225,000","","2,017.893","230,937.42","185,270.15","-37,234.639","    222.0352","148,257.5",12.3163217886699,"159,185.4",20.595,11
"1712650157-70","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_white_suv_automatic_2015-215175","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2015","100,000","227,000","","2,017.893","261,622.95","185,270.15","-59,007.441","  6,388.4783","132,651.2",32.6511858226997,"113,760.3",13.7603333333333,11
"1712650239-318","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_pearl_suv_automatic_2014-215330","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2014","105,000","243,000","","2,017.893","292,308.47","185,270.15","-80,780.243","  7,073.2930","111,563.2",6.25066520263403,"117,417.0",11.8257121587302,11
"1712650227-274","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_white_suv_automatic_2017-215252","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2017","150,000","177,000","","2,017.893","200,251.90","185,270.15","-15,461.837","  5,502.3056","175,310.6",16.8737447863804,"163,147.1",8.76472174032634,11
"1712650157-60","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_silver_suv_automatic_2019-212922","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2019","197,000","110,000","","2,017.893","138,880.85","185,270.15"," 28,083.767","  9,858.9491","223,212.9",13.3060226911493,"204,451.2",3.78234348561754,11
"1712650157-61","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_black_suv_automatic_2020-212925","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2020","195,000","174,000","","2,017.893","108,195.33","185,270.15"," 49,856.569","-27,013.1142","208,113.6",6.72492485659916,"199,866.0",2.49540293040291,11
"1712650217-247","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_white_suv_automatic_2019-212969","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2019","205,000"," 80,000","","2,017.893","138,880.85","185,270.15"," 28,083.767"," 20,099.9370","233,453.9",13.8799281225583,"206,581.4",0.771430894308951,11
"1712650217-251","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_silver_suv_automatic_2021-208820","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2021","227,000","156,000","","2,017.893"," 77,509.81","185,270.15"," 71,629.372","-33,906.7057","222,992.8",-1.76528018846937,"217,201.9",-4.31635829662261,11
"1712650239-300","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_black_suv_automatic_2021-215303","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2021","270,000"," 33,500","","2,017.893"," 77,509.81","185,270.15"," 71,629.372"," 15,418.0021","272,317.5",0.858341388104039,"236,661.0",-12.3477813051146,11
"1712650239-314","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_silver_suv_automatic_2018-214196","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2018","159,000","330,000","","2,017.893","169,566.38","185,270.15","  6,310.965","-49,177.6835","142,403.4",-10.4380942604219,"137,488.4",-13.5293081761006,11
"1712650157-71","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_white_suv_automatic_2021-215173","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","2021","229,000","229,000","","2,017.893"," 77,509.81","185,270.15"," 71,629.372","-62,679.4519","194,220.1",-15.1877433320178,"127,467.8",-44.3372194135995,11
"1712650178-127","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_twin_turbo_silver_suv_automatic_2023-201878","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR Twin Turbo-6-Automatic","2023","347,000","25,000","","2,022.387","22,062.99","317,623.03"," 5,493.502","-4,103.327","319,013.2",-8.065358453609,"344,610.9",-0.688514519777093,2
"1712650227-253","https://qatarsale.com/en/product/toyota_land_cruiser_vxr_twin_turbo_black_suv_automatic_2022-215312","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR Twin Turbo-6-Automatic","2022","313,000","40,000","","2,022.387","46,622.99","317,623.03","-6,698.364"," 3,294.801","314,219.5",0.389606424628983,"302,650.0",-3.30669534325697,2
"1712650250-358","https://qatarsale.com/en/product/toyota_land_cruiser_vxs_black_suv_automatic_2016-215006","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXS-8-Automatic","2016","157,000","157,000","","2,017.00","214,125.00","191,250.00","-21,875.64","14,667.82","184,042.2",17.2243174914344,"184,261.7",17.3641401273886,1
"1712650167-76","https://qatarsale.com/en/product/toyota_rav_4_white_suv_automatic_2023-211327","Toyota","Toyota-Rav 4","Toyota-Toyota-Rav 4-Standard-4-Automatic","2023","99,000","9,000","","2,021.50","16,694.93","97,192.31","8,558.23","1,132.788","106,883.3",7.96295525013765,"102,022.3",3.05284387890451,1
"1712650167-78","https://qatarsale.com/en/product/toyota_rush_s_white_suv_automatic_2023-212902","Toyota","Toyota-Rush","Toyota-Toyota-Rush-S-4-Automatic","2023","68,000","21,000","","2,022.40","45,555.56","63,000.00","1,833.333","1,613.63","66,446.96",-2.28387799564227,"69,631.66",2.39949764705882,1
"1712650146-14","https://qatarsale.com/en/product/toyota_supra_gr_white_coupe_sport_automatic_2020-211772","Toyota","Toyota-Supra","Toyota-Toyota-Supra-GR-6-Automatic","2020","192,000","37,000","","2,020.909","36,020.41","208,363.64","-10,923.16","-1,257.172","196,183.3",2.17880425979586,"207,204.1",7.91880208333329,1
"1712650157-65","https://qatarsale.com/en/product/toyota_tundra_gray_pick_up_automatic_2014-207461","Toyota","Toyota-Tundra","Toyota-Toyota-Tundra-Standard-8-Automatic","2014","70,000","160,000","","2,017.889","177,461.42","132,388.89","-96,658.95","998.2327","36,728.17",-47.5311842979074,"76,165.82",8.80831292517007,1
"1712650189-168","https://qatarsale.com/en/product/volkswagen_golf_r_white_sedan_automatic_2023-204243","Volkswagen","Volkswagen-Golf","Volkswagen-Volkswagen-Golf-R-4-Automatic","2023","185,000","28,009","","2,019.846","8,083.99","143,600.00","47,037.99","-6,684.839","183,953.2",-0.565863055691384,"177,135.7",-4.25097463063065,1
"1712650189-152","https://qatarsale.com/en/product/volkswagen_t_roc_beige_suv_automatic_2023_r_line-212375","Volkswagen","Volkswagen-T-Roc","Volkswagen-Volkswagen-T-Roc-R Line-4-Automatic","2023","125,000","11,800","","2,022.667","15,000.00","117,666.67","9,333.333","-1,016","125,984",0.787200000007893,"122,723.2",-1.8214146133333,1
"1712650201-191","https://qatarsale.com/en/product/volkswagen_touareg_highline_plus_black_suv_automatic_2019-189401","Volkswagen","Volkswagen-Touareg","Volkswagen-Volkswagen-Touareg-Highline plus-6-Automatic","2019","140,000","89,000","","2,018.222","72,666.67","134,200.00","16,640","-4,183.296","146,656.7",4.75478857142878,"116,719.5",-16.6289372380953,1
"1712650189-163","https://qatarsale.com/en/product/volvo_s_90_silver_sedan_automatic_2020-197073","Volvo","Volvo-S","Volvo-Volvo-S-90-4-Automatic","2020","89,000","46,000","","2,018.50","50,000.00","74,000.00","15,000","0","89,000",0,"83,370.8",-6.32494033707861,1
