"web.scraper.order","web.scraper.start.url","image.src","make","model","trim","personal","year","gear_type","cylinder","mileage","price","time","likes","car","car.href","date_sold","posted_time","mileage_range","year2","b_make","b_model","b_trim","a","b","aa","bb","price_pmmt","avg_ymmt","avg_mileage_range","year_updated","mileage_range_updated","price_year_value","avg_mileage_range_updated","pred1","pred2","pred3","predicted_price_rf","price_difference","percentage_difference","percentage_difference_updated","price_difference_rf","percentage_difference_rf","percentage_difference_updated_rf","absolut_difference","Year_Effect","Mileage_Effect","pred3_pmmt","pmmt_difference","pmmt_absolute"
"1712650157-67","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/150827-productcovers/dcffbad4-700f-4869-b392-d4ad37b7efd4_0_cover.webp","Lexus","Lexus-LX","Lexus-Lexus-LX-570-8-Automatic","Al Imtiaz - Mawater City","Lexus-Lexus-LX-570-8-Automatic-2014","Automatic",8,263000,128000,"22 hours ago",1480,NA,"https://qatarsale.com/en/product/lexus_lx_570_black_suv_automatic_2014-150827","","","Lexus-Lexus-LX-570-8-Automatic-270000","2014",54098.7719572914,13677.0579784978,-25442.6622004695,-64129678.7944699,31803.1228377039,50602403.7959103,-25004.6283343065,200980.252427184,2016.31067961165,250784.31372549,"2014",270000,0,243082.330616914,125095.175431999,119707.542514083,119707.542514083,132036.2,-8292.45748591739,-6.47848241087296,-6.47848241087296,4036.20000000001,3.15328125000001,3.15328125000001,8292.45748591739,-75885.0769951855,-5387.63291791636,206034.643789195,-5054.39136201006,-2.51486964563411
"1712650157-68","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/215177-productcovers/6da2916f-b46b-41a4-a23d-4028c966dde7_0_cover.webp","Land Rover","Land Rover-Defender","Land Rover-Land Rover-Defender-110 HSE-6-Automatic","ALNosor Car","Land Rover-Land Rover-Defender-110 HSE-6-Automatic-2022","Automatic",6,66000,315000,"22 hours ago",24,NA,"https://qatarsale.com/en/product/land_rover_defender_110_hse_white_suv_automatic_2022-215177","","","Land Rover-Land Rover-Defender-110 HSE-6-Automatic-70000","2022",45484.2440943665,103302.876048511,1239.16171497585,-58393230.3317033,28883.8408816427,35049170.3296694,-17308.6080586076,309161.209677419,2021.46774193548,56666.6666666667,"2022",70000,0,51164.8351648375,320873.619867142,311203.687832818,311203.687832818,325936.138133333,-3796.31216718227,-1.20517846577215,-1.20517846577215,10936.1381333332,3.47178988359784,3.47178988359784,3796.31216718227,11712.410189723,-9669.93203432462,299787.767211269,9373.44246615027,3.03189474382332
"1712650157-69","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/215176-productcovers/638199f6-5181-4140-bdbd-9b130bfbe604_0_cover.webp","Mini","Mini-Cooper","Mini-Mini-Cooper-Standard-4-Automatic","Al Imtiaz - Mawater City","Mini-Mini-Cooper-Standard-4-Automatic-2020","Automatic",4,67000,62000,"22 hours ago",22,NA,"https://qatarsale.com/en/product/mini_cooper_white_hatchback_automatic_2020-215176","","","Mini-Mini-Cooper-Standard-4-Automatic-70000","2020",-62444.4879133884,3.53338273672467e-12,-21552.3736631016,-20181393.6363636,9997.27272727273,15469787.8787879,-7636.36363636364,81120,2019.32,65000,"2020",70000,0,44333.3333333321,90051.8181818188,86353.6901818186,86353.6901818186,71304.0198333333,24353.6901818186,39.2801454545462,39.2801454545462,9304.01983333332,15.0064836021505,15.0064836021505,24353.6901818186,8931.81818181885,-3698.1280000002,86353.6901818186,-5233.69018181865,-6.45178769948058
"1712650157-70","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/215175-productcovers/2aae5779-0921-4c69-98de-191fcee6e253_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","525","Toyota-Toyota-Land Cruiser-VXR-8-Automatic-2015","Automatic",8,227000,1e+05,"22 hours ago",75,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_vxr_white_suv_automatic_2015-215175","","","Toyota-Toyota-Land Cruiser-VXR-8-Automatic-230000","2015",43423.6054989566,25284.0485718444,-44045.0854179458,-43931547.3453065,21772.8020233982,62092952.6684328,-30685.5234348438,185270.148148148,2017.89324618736,261400,"2015",230000,0,261622.947222464,126262.707524747,132651.1858227,132651.1858227,113760.333333333,32651.1858226997,32.6511858226997,32.6511858226997,13760.3333333333,13.7603333333333,13.7603333333333,32651.1858226997,-59007.4406234012,6388.47829795274,187681.518242266,-2411.37009411742,-1.30154270303125
"1712650157-71","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/215173-productcovers/757f48be-d108-4f56-80da-a159ddd1934b_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","Al Kawthar - Mawater City","Toyota-Toyota-Land Cruiser-VXR-8-Automatic-2021","Automatic",8,229000,229000,"22 hours ago",20,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_vxr_white_suv_automatic_2021-215173","","","Toyota-Toyota-Land Cruiser-VXR-8-Automatic-230000","2021",43423.6054989566,25284.0485718444,-44045.0854179458,-43931547.3453065,21772.8020233982,62092952.6684328,-30685.5234348438,185270.148148148,2017.89324618736,73368.4210526316,"2021",230000,0,77509.8066134006,256899.519665137,194220.067769679,194220.067769679,127467.767542857,-34779.9322303208,-15.1877433320178,-15.1877433320178,-101532.232457143,-44.3372194135995,-44.3372194135995,34779.9322303208,71629.3715169891,-62679.451895458,187681.518242266,-2411.37009411742,-1.30154270303125
"1712650157-72","https://qatarsale.com/en/products/cars_for_sale?page=9","https://qsbproduction.blob.core.windows.net/215172-productcovers/4dabf308-18b6-4440-ad4d-7439bee86469_0_cover.webp","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S Black Edition-8-Automatic","525","Lexus-Lexus-LX-570 S Black Edition-8-Automatic-2020","Automatic",8,128000,279000,"22 hours ago",41,NA,"https://qatarsale.com/en/product/lexus_lx_570_s_black_edition_white_suv_automatic_2020-215172","","","Lexus-Lexus-LX-570 S Black Edition-8-Automatic-130000","2020",54098.7719572914,13677.0579784978,66888.114681527,-55919654.0601093,27686.6527663248,75722708.8716765,-37435.5319947198,297829.434108527,2019.63565891473,87272.7272727273,"2020",130000,0,102934.242342412,302999.87951508,289878.405420307,289878.405420307,291720.133333333,10878.4054203068,3.89907004312073,3.89907004312073,12720.1333333333,4.55918757467143,4.55918757467143,10878.4054203068,5170.4454065531,-13121.4740947734,309521.103120409,-11691.6690118817,-3.92562576861403
"1712650167-73","https://qatarsale.com/en/products/cars_for_sale?page=8","https://qsbproduction.blob.core.windows.net/207451-productcovers/3c11780d-17fb-46ef-b0e4-9a4fd8cf29c0_0_cover.webp","Toyota","Toyota-Fortuner","Toyota-Toyota-Fortuner-Standard-4-Automatic","AutoLand","Toyota-Toyota-Fortuner-Standard-4-Automatic-2020","Automatic",4,42000,88000,"22 hours ago",412,NA,"https://qatarsale.com/en/product/toyota_fortuner_white_suv_automatic_2020-207451","","","Toyota-Toyota-Fortuner-Standard-4-Automatic-50000","2020",43423.6054989566,-106812.512529992,283.653846153846,-16308996.947497,8072.75132275135,33384361.1111111,-16490.7407407407,98600,2020.43333333333,55000,"2020",50000,0,73064.8148148172,95806.8783068786,99342.5069566928,99342.5069566928,88101.7273333334,11342.5069566928,12.8892124507873,12.8892124507873,101.727333333372,0.115599242424287,0.115599242424287,11342.5069566928,-2793.12169312141,3535.6286498142,99342.5069566928,-742.506956692785,-0.75304965181824
"1712650167-74","https://qatarsale.com/en/products/cars_for_sale?page=8","https://qsbproduction.blob.core.windows.net/79735-productcovers/79735_20230323090755652_cover.webp","Infiniti","Infiniti-QX","Infiniti-Infiniti-QX-80-8-Automatic","Al Kawthar - Mawater City","Infiniti-Infiniti-QX-80-8-Automatic-2016","Automatic",8,196000,95000,"22 hours ago",1333,NA,"https://qatarsale.com/en/product/suv_automatic_white_2016_80_qx_infiniti-79735","","","Infiniti-Infiniti-QX-80-8-Automatic-2e+05","2016",-40487.0371680217,6024.30938226932,26987.320754717,-51330944.888889,25432.0404040405,48341000,-23896.9696969697,149962.068965517,2018.06896551724,173333.333333333,"2016",2e+05,0,164709.090909094,93524.5656565726,88243.6585456084,88243.6585456084,86407.7662666667,-6756.34145439159,-7.11193837304377,-7.11193837304377,-8592.2337333333,-9.04445656140347,-9.04445656140347,6756.34145439159,-56437.5033089447,-5280.90711096417,88243.6585456084,61718.4104199088,41.1560142145682
"1712650167-75","https://qatarsale.com/en/products/cars_for_sale?page=8","https://qsbproduction.blob.core.windows.net/139672-productcovers/139672_0_20230814100312863541_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR- Grand Touring-8-Automatic","Al Kawthar - Mawater City","Toyota-Toyota-Land Cruiser-GXR- Grand Touring-8-Automatic-2021","Automatic",8,136000,195000,"22 hours ago",1020,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_grand_touring_white_suv_automatic_2021-139672","","","Toyota-Toyota-Land Cruiser-GXR- Grand Touring-8-Automatic-140000","2021",43423.6054989566,25284.0485718444,-24934.0611018364,-41999812.445887,20790.9090909089,75154434.5237866,-37142.8571428458,204714.285714286,2020.18367346939,95714.2857142857,"2021",140000,0,88720.2380952537,223339.826839827,205015.325809117,205015.325809117,196320.266666667,10015.3258091173,5.13606451749603,5.13606451749603,1320.26666666669,0.677059829059842,0.677059829059842,10015.3258091173,18625.5411255413,-18324.5010307097,205015.325809117,-301.040094831551,-0.147053779750234
"1712650167-76","https://qatarsale.com/en/products/cars_for_sale?page=8","https://qsbproduction.blob.core.windows.net/211327-productcovers/9a6fc1e1-8b6f-48cb-8a3b-c45ee3e1e476_0_cover.webp","Toyota","Toyota-Rav 4","Toyota-Toyota-Rav 4-Standard-4-Automatic","AutoLand","Toyota-Toyota-Rav 4-Standard-4-Automatic-2023","Automatic",4,9000,99000,"22 hours ago",211,NA,"https://qatarsale.com/en/product/toyota_rav_4_white_suv_automatic_2023-211327","","","Toyota-Toyota-Rav 4-Standard-4-Automatic-10000","2023",43423.6054989566,-111319.456974436,-6.46812098480264e-12,-13673008.7813625,6765.05376344112,26063363.7480778,-12875.2688172033,97192.3076923077,2021.5,1428.57142857143,"2023",10000,0,16694.9308755808,105750.537634408,106883.325697636,106883.325697636,102022.315440115,7883.32569763628,7.96295525013765,7.96295525013765,3022.31544011546,3.05284387890451,3.05284387890451,7883.32569763628,8558.22994210001,1132.78806322858,106883.325697636,-9691.01800532859,-9.97097222550626
"1712650167-77","https://qatarsale.com/en/products/cars_for_sale?page=8","https://qsbproduction.blob.core.windows.net/212049-productcovers/455b2e56-717a-4aaa-8800-505430b53d15_0_cover.webp","Toyota","Toyota-Corolla","Toyota-Toyota-Corolla-XLI-4-Automatic","AutoLand","Toyota-Toyota-Corolla-XLI-4-Automatic-2020","Automatic",4,74000,53000,"22 hours ago",134,NA,"https://qatarsale.com/en/product/toyota_corolla_xli_white_sedan_automatic_2020-212049","","","Toyota-Toyota-Corolla-XLI-4-Automatic-80000","2020",43423.6054989566,-144595.012529992,-2708.57142857143,-11194465.4963683,5538.13559322047,42724717.5141243,-21101.6949152542,55562.5,2021.125,80000,"2020",80000,0,99293.7853107303,49639.8305084737,51172.2148807802,51172.2148807802,57230.5733666667,-1827.78511921981,-3.44865116833927,-3.44865116833927,4230.57336666666,7.98221389937106,7.98221389937106,1827.78511921981,-5922.66949152627,1532.38437230646,51172.2148807802,4390.28511921981,7.90152552390518
"1712650167-78","https://qatarsale.com/en/products/cars_for_sale?page=8","https://qsbproduction.blob.core.windows.net/212902-productcovers/a13571a6-3318-4240-80f9-546cdf7a96bf_0_cover.webp","Toyota","Toyota-Rush","Toyota-Toyota-Rush-S-4-Automatic","AutoLand","Toyota-Toyota-Rush-S-4-Automatic-2023","Automatic",4,21000,68000,"22 hours ago",67,NA,"https://qatarsale.com/en/product/toyota_rush_s_white_suv_automatic_2023-212902","","","Toyota-Toyota-Rush-S-4-Automatic-30000","2023",43423.6054989566,-143661.441101421,36.4285714285797,-13145416.6666667,6500,33762222.2222222,-16666.6666666667,63000,2022.4,16666.6666666667,"2023",30000,0,45555.5555555522,64833.333333334,66446.9629629633,66446.9629629633,69631.6584,-1553.03703703675,-2.28387799564227,-2.28387799564227,1631.6584,2.39949764705882,2.39949764705882,1553.03703703675,1833.33333333395,1613.6296296293,66446.9629629633,-3446.96296296325,-5.47136978248136
"1712650167-80","https://qatarsale.com/en/products/cars_for_sale?page=8","https://qsbproduction.blob.core.windows.net/205149-productcovers/0e0b516b-320c-4a1b-b583-d8b7f20c68da_0_cover.webp","Cadillac","Cadillac-CT5","Cadillac-Cadillac-CT5-Standard-4-Automatic","AutoLand","Cadillac-Cadillac-CT5-Standard-4-Automatic-2022","Automatic",4,24000,119000,"22 hours ago",668,NA,"https://qatarsale.com/en/product/cadillac_ct5_blue_sedan_automatic_2022-205149","","","Cadillac-Cadillac-CT5-Standard-4-Automatic-30000","2022",-37166.4822998526,-4784.92473118279,0,-40430000,20000,52599000,-26000,112200,2021.2,30000,"2022",30000,0,27000,129000,128380.8,128380.8,113755.4774,9380.8,7.88302521008404,7.88302521008404,-5244.52260000003,-4.40716184873952,-4.40716184873952,9380.8,16800,-619.199999999997,128380.8,-16180.8,-14.4213903743316
"1712650167-81","https://qatarsale.com/en/products/cars_for_sale?page=8","https://qsbproduction.blob.core.windows.net/190460-productcovers/02c38da2-6635-49e6-a3b5-7cb6e24fa31a_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GX-6-Automatic","AUTOHUB-Mawater City","Toyota-Toyota-Land Cruiser-GX-6-Automatic-2020","Automatic",6,140000,135000,"22 hours ago",857,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gx_white_suv_automatic_2020-190460","","","Toyota-Toyota-Land Cruiser-GX-6-Automatic-140000","2020",43423.6054989566,25284.0485718444,-18639.0611018364,-30656570.1194305,15156.5134739096,53740389.3854743,-26547.2817014016,212786.343612335,2022.19383259912,119090.909090909,"2020",140000,0,114880.34864296,170607.097866822,163750.152558901,163750.152558901,134576.933333333,28750.1525589005,21.2964093028893,21.2964093028893,-423.066666666709,-0.313382716049414,-0.313382716049414,28750.1525589005,-42179.2457455128,-6856.9453079215,200508.411854623,12277.9317577119,5.77007506650917
"1712650167-82","https://qatarsale.com/en/products/cars_for_sale?page=8","https://qsbproduction.blob.core.windows.net/196544-productcovers/b48aefd6-9e3e-4b12-bb9e-c745e21e4b8a_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR-8-Automatic","AUTOHUB-Mawater City","Toyota-Toyota-Land Cruiser-GXR-8-Automatic-2018","Automatic",8,236000,155000,"22 hours ago",361,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_white_suv_automatic_2018-196544","","","Toyota-Toyota-Land Cruiser-GXR-8-Automatic-240000","2018",43423.6054989566,25284.0485718444,-64091.9940286657,-31302391.8428448,15512.3153186955,51296131.5009369,-25337.6795557454,164699.995652174,2017.84782608696,176333.333333333,"2018",240000,0,164694.157442801,167027.537355871,146902.49826653,146902.49826653,155836.0995,-8097.50173347001,-5.22419466675484,-5.22419466675484,836.09950000004,0.539419032258091,0.539419032258091,8097.50173347001,2327.54170369674,-20125.0390893407,156591.534240483,8108.46141169086,4.92317038599985
"1712650167-85","https://qatarsale.com/en/products/cars_for_sale?page=8","https://qsbproduction.blob.core.windows.net/200710-productcovers/0cee6194-3240-4c83-9097-e450219ab543_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR-8-Automatic","AUTOHUB-Mawater City","Toyota-Toyota-Land Cruiser-GXR-8-Automatic-2020","Automatic",8,189000,175000,"22 hours ago",471,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_white_suv_automatic_2020-200710","","","Toyota-Toyota-Land Cruiser-GXR-8-Automatic-190000","2020",43423.6054989566,25284.0485718444,-64091.9940286657,-31302391.8428448,15512.3153186955,51296131.5009369,-25337.6795557454,164699.995652174,2017.84782608696,123768.115942029,"2020",190000,0,114018.798331305,198052.167993259,173974.98124571,173974.98124571,178069.828571429,-1025.01875428951,-0.585725002451151,-0.585725002451151,3069.8285714286,1.75418775510206,1.75418775510206,1025.01875428951,33352.1723410854,-24077.1867475488,156591.534240483,8108.46141169086,4.92317038599985
