"web.scraper.order","web.scraper.start.url","image.src","make","model","trim","personal","year","gear_type","cylinder","mileage","price","time","likes","car","car.href","date_sold","posted_time","mileage_range","year2","b_make","b_model","b_trim","a","b","aa","bb","price_pmmt","avg_ymmt","avg_mileage_range","year_updated","mileage_range_updated","price_year_value","avg_mileage_range_updated","pred1","pred2","pred3","predicted_price_rf","price_difference","percentage_difference","percentage_difference_updated","price_difference_rf","percentage_difference_rf","percentage_difference_updated_rf","absolut_difference","Year_Effect","Mileage_Effect","pred3_pmmt","pmmt_difference","pmmt_absolute"
"1712650227-279","https://qatarsale.com/en/products/cars_for_sale?page=3","https://qsbproduction.blob.core.windows.net/215248-productcovers/0533958c-0d34-4adc-ab67-b31a911f41bb_0_cover.webp","Nissan","Nissan-Navara","Nissan-Nissan-Navara-Standard-4-Manual","Personal","Nissan-Nissan-Navara-Standard-4-Manual-2015","Manual",4,222000,27000,"20 hours ago",28,NA,"https://qatarsale.com/en/product/nissan_navara_white_pick_up_manual_2015-215248","","","Nissan-Nissan-Navara-Standard-4-Manual-230000","2015",-29803.7596511228,-84739.980713246,-3584.19607843138,-13754869.5705882,6813.3,76167666.6666154,-37666.6666666412,42611.0555555556,2018.72222222222,NA,"2015",230000,0,269333.333333269,16753.4000000005,17807.7473066654,17807.7473066654,27983.8396666667,-9192.25269333455,-34.0453803456835,-34.0453803456835,983.839666666663,3.64385061728394,3.64385061728394,9192.25269333455,-25857.6555555551,1054.34730666497,17807.7473066654,24803.3082488901,58.2086219773457
"1712650227-280","https://qatarsale.com/en/products/cars_for_sale?page=3","https://qsbproduction.blob.core.windows.net/215247-productcovers/b4dd4703-6645-4f3b-abfb-b51084b062c7_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GX-6-Automatic","Personal","Toyota-Toyota-Land Cruiser-GX-6-Automatic-2024","Automatic",6,0,241000,"20 hours ago",121,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gx_black_suv_automatic_2024-215247","","","Toyota-Toyota-Land Cruiser-GX-6-Automatic-0","2024",43423.6054989566,25284.0485718444,-18639.0611018364,-30656570.1194305,15156.5134739096,53740389.3854743,-26547.2817014016,212786.343612335,2022.19383259912,408.163265306122,"2024",0,0,8691.22183734924,231233.151762463,234448.66955145,234448.66955145,242234.406202297,-6551.33044854962,-2.71839437699154,-2.71839437699154,1234.40620229676,0.5122017436916,0.5122017436916,6551.33044854962,18446.8081501283,3215.51778898723,200508.411854623,12277.9317577119,5.77007506650917
"1712650227-282","https://qatarsale.com/en/products/cars_for_sale?page=3","https://qsbproduction.blob.core.windows.net/175893-productcovers/f580d750-3c65-424b-9257-1e2c9c1d0b79_0_cover.webp","Bentley","Bentley-GT","Bentley-Bentley-GT-V8-8-Automatic","My Car","Bentley-Bentley-GT-V8-8-Automatic-2015","Automatic",8,67000,169000,"20 hours ago",5461,NA,"https://qatarsale.com/en/product/bentley_gt_black_sedan_automatic_2015-175893","","","Bentley-Bentley-GT-V8-8-Automatic-70000","2015",100558.279243474,-65343.1862745098,13333.5,-163255500,81000,70000,0,209500,2015.5,70000,"2015",70000,0,70000,169000,169000,169000,179814.7931,0,0,0,10814.7931,6.39928585798815,6.39928585798815,0,-40500,0,169000,40500,19.3317422434368
"1712650227-283","https://qatarsale.com/en/products/cars_for_sale?page=3","https://qsbproduction.blob.core.windows.net/189413-productcovers/c3b66e2b-3d03-4ead-b864-3fd85cd9f7ca_0_cover.webp","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Vogue-8-Automatic","My Car","Land Rover-Land Rover-Range Rover-Vogue-8-Automatic-2016","Automatic",8,64000,139000,"20 hours ago",2640,NA,"https://qatarsale.com/en/product/land_rover_range_rover_vogue_bronze_suv_automatic_2016-189413","","","Land Rover-Land Rover-Range Rover-Vogue-8-Automatic-70000","2016",45484.2440943665,-33953.5800727703,-18516.5882940109,-67466975.5541905,33462.3095238111,25995167.1245592,-12831.9597069682,142975.585365854,2015.68292682927,95000,"2016",70000,0,125936.355311368,147005.928571427,160162.689936945,160162.689936945,157607.6591,21162.6899369454,15.2249567891693,15.2249567891693,18607.6591,13.3868051079137,13.3868051079137,21162.6899369454,4030.34320557353,13156.7613655182,214415.044734637,-71439.4593687836,-49.9661947079849
"1712650227-284","https://qatarsale.com/en/products/cars_for_sale?page=3","https://qsbproduction.blob.core.windows.net/194992-productcovers/bc17d231-2ccc-498b-bb05-bc1fea662c03_0_cover.webp","Land Rover","Land Rover-Range Rover","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic","My Car","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic-2018","Automatic",6,111000,159000,"20 hours ago",760,NA,"https://qatarsale.com/en/product/land_rover_range_rover_sport_hse_white_suv_automatic_2018-194992","","","Land Rover-Land Rover-Range Rover-Sport HSE-6-Automatic-120000","2018",45484.2440943665,-33953.5800727703,-19075.0710526316,-61013899.7622215,30245.4091666663,29121066.6666667,-14383.3333333333,147899.833333333,2016.83333333333,110000,"2018",120000,0,95500,174742.936111107,167893.013015552,167893.013015552,164974.866666667,8893.01301555205,5.59308994688808,5.59308994688808,5974.86666666673,3.75777777777782,3.75777777777782,8893.01301555205,26843.1027777741,-6849.92309555542,102809.567587566,45090.2657457676,30.4870294506311
"1712650227-285","https://qatarsale.com/en/products/cars_for_sale?page=3","https://qsbproduction.blob.core.windows.net/199544-productcovers/8827a3a0-6585-46cd-b9dd-4641e5f5bfb7_0_cover.webp","Mini","Mini-Cooper","Mini-Mini-Cooper-GP-4-Automatic","My Car","Mini-Mini-Cooper-GP-4-Automatic-2021","Automatic",4,42000,149000,"20 hours ago",766,NA,"https://qatarsale.com/en/product/mini_cooper_gp_gray_hatchback_automatic_2021-199544","","","Mini-Mini-Cooper-GP-4-Automatic-50000","2021",-62444.4879133884,3.53338273672467e-12,103743.080882353,-1.81898940354586e-12,0,30000,0,202250,2021,30000,"2021",50000,0,30000,202250,195778,195778,142805.108314286,46778,31.3946308724832,31.3946308724832,-6194.8916857143,-4.1576454266539,-4.1576454266539,46778,0,-6472,195778,6472,3.2
"1712650227-286","https://qatarsale.com/en/products/cars_for_sale?page=3","https://qsbproduction.blob.core.windows.net/200796-productcovers/5d8af1ba-4f2f-4695-a504-de19279cedc2_0_cover.webp","GMC","GMC-Sierra","GMC-GMC-Sierra-AT4-8-Automatic","","GMC-GMC-Sierra-AT4-8-Automatic-2020","Automatic",8,20000,129000,"08/04/2024",874,NA,"https://qatarsale.com/en/product/gmc_sierra_at4_white_pick_up_automatic_2020-200796","08-Apr-2024","","GMC-GMC-Sierra-AT4-8-Automatic-20000","2020",-30999.4974419943,357.050570321453,10510.711971785,-53126633.6172498,26292.532613585,38897859.8484866,-19215.90909091,142963.414634146,2020.89024390244,93333.3333333333,"2020",20000,0,81723.4848484844,125101.934322987,137456.698079309,137456.698079309,138552.5,8456.69807930864,6.55557990644081,6.55557990644081,9552.5,7.40503875968992,7.40503875968992,8456.69807930864,-17861.4803111593,12354.7637563216,143518.133248544,-554.718614397658,-0.388014385230811
"1712650227-287","https://qatarsale.com/en/products/cars_for_sale?page=3","https://qsbproduction.blob.core.windows.net/200799-productcovers/6675a9c8-30b5-48bb-9df8-d496ebaed9bf_0_cover.webp","Toyota","Toyota-Camry","Toyota-Toyota-Camry-XSE-4-Automatic","My Car","Toyota-Toyota-Camry-XSE-4-Automatic-2023","Automatic",4,38000,110000,"20 hours ago",1661,NA,"https://qatarsale.com/en/product/toyota_camry_xse_black_sedan_automatic_2023-200799","","","Toyota-Toyota-Camry-XSE-4-Automatic-40000","2023",43423.6054989566,-119496.262529992,25121.25,0,0,40000,0,110000,2023,40000,"2023",40000,0,40000,110000,110000,110000,99248.5096,0,0,0,-10751.4904,-9.7740821818182,-9.7740821818182,0,0,0,110000,0,0
"1712650227-288","https://qatarsale.com/en/products/cars_for_sale?page=3","https://qsbproduction.blob.core.windows.net/200809-productcovers/293880e8-f6b2-4182-bffa-e8fac66417f5_0_cover.webp","Infiniti","Infiniti-QX","Infiniti-Infiniti-QX-50-4-Automatic","My Car","Infiniti-Infiniti-QX-50-4-Automatic-2022","Automatic",4,22000,110000,"20 hours ago",1163,NA,"https://qatarsale.com/en/product/infiniti_qx_50_white_suv_automatic_2022-200809","","","Infiniti-Infiniti-QX-50-4-Automatic-30000","2022",-40487.0371680217,6024.30938226932,6177.98742138365,68725333.3333183,-33999.9999999925,-10080000,5000,132666.666666667,2021.33333333333,30000,"2022",30000,0,30000,109999.999999995,109999.999999995,109999.999999995,119092.1163,-4.94765117764473e-09,-4.49786470694975e-12,0,9092.11630000005,8.26556027272732,8.26556027272732,4.94765117764473e-09,-22666.6666666716,0,109999.999999995,22666.6666666716,17.0854271356821
"1712650239-289","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215299-productcovers/b1340ec8-991a-4471-a09e-a47d1eacddd9_0_cover.webp","Mitsubishi","Mitsubishi-Pajero","Mitsubishi-Mitsubishi-Pajero-GLS-6-Automatic","Personal","Mitsubishi-Mitsubishi-Pajero-GLS-6-Automatic-2016","Automatic",6,45000,60000,"9 hours ago",34,NA,"https://qatarsale.com/en/product/mitsubishi_pajero_gls_black_suv_automatic_2016-215299","","","Mitsubishi-Mitsubishi-Pajero-GLS-6-Automatic-50000","2016",-98013.5108046203,5086.11397766654,-3024.01020408163,-11819007.8453709,5854.67456520082,43539007.5188022,-21526.8941584757,68193.5483870968,2019.12903225806,1e+05,"2016",50000,0,140788.895315215,49016.0780739728,56136.2630036053,56136.2630036053,73150.8683666667,-3863.73699639465,-6.43956166065776,-6.43956166065776,13150.8683666667,21.9181139444444,21.9181139444444,3863.73699639465,-19177.4703131239,7120.18492963252,70585.2731497463,-2391.72476264948,-3.50725958572062
"1712650239-290","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/187506-productcovers/c2cd5ce2-69d3-49a6-99ce-8d95fda3cf01_0_cover.webp","Hyundai","Hyundai-Creta","Hyundai-Hyundai-Creta-Standard-4-Automatic","Personal","Hyundai-Hyundai-Creta-Standard-4-Automatic-2022","Automatic",4,29500,61500,"9 hours ago",537,NA,"https://qatarsale.com/en/product/hyundai_creta_white_suv_automatic_2022-187506","","","Hyundai-Hyundai-Creta-Standard-4-Automatic-30000","2022",-94390.5246780943,-4932.73420479303,8.75875503812427e-13,-13315735.8349392,6585.02295918351,46986984.1269841,-23214.2857142857,61170,2021.97142857143,50000,"2022",30000,0,47698.412698403,60808.7366780032,62530.6856658365,62530.6856658365,59312.0165,1030.68566583646,1.67591165176661,1.67591165176661,-2187.98349999999,-3.55769674796746,-3.55769674796746,1030.68566583646,-361.263321996841,1721.9489878333,62530.6856658365,-1360.68566583646,-2.22443299956917
"1712650239-291","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/165731-productcovers/13d4568f-ce78-4bfc-beff-e0d2d3dda66a_0_cover.webp","Ford","Ford-F","Ford-Ford-F-150 LARIAT-6-Automatic","Personal","Ford-Ford-F-150 LARIAT-6-Automatic-2017","Automatic",6,159000,95000,"10 hours ago",57,NA,"https://qatarsale.com/en/product/ford_f_150_lariat_white_pick_up_automatic_2017-165731","","","Ford-Ford-F-150 LARIAT-6-Automatic-160000","2017",-18934.8525755899,449.464412478986,-6149.35220125786,-32186095.2074385,15942.9184549353,47663218.8841202,-23562.2317596567,136316.666666667,2018.83333333333,NA,"2017",160000,0,138197.424892701,107087.982832617,103352.312770541,103352.312770541,90151.7154666667,8352.31277054123,8.79190817951709,8.79190817951709,-4848.28453333332,-5.10345740350876,-5.10345740350876,8352.31277054123,-29228.6838340498,-3735.6700620756,103352.312770541,32964.3538961254,24.1821889444617
"1712650239-292","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/213718-productcovers/47b54a2c-c9ed-44ee-b285-573e0ceff112_0_cover.webp","Land Rover","Land Rover-Defender","Land Rover-Land Rover-Defender-110 HSE-6-Automatic","Personal","Land Rover-Land Rover-Defender-110 HSE-6-Automatic-2020","Automatic",6,77000,265000,"10 hours ago",319,NA,"https://qatarsale.com/en/product/land_rover_defender_110_hse_green_suv_automatic_2020-213718","","","Land Rover-Land Rover-Defender-110 HSE-6-Automatic-80000","2020",45484.2440943665,103302.876048511,1239.16171497585,-58393230.3317033,28883.8408816427,35049170.3296694,-17308.6080586076,309161.209677419,2021.46774193548,68571.4285714286,"2020",80000,0,85782.0512820482,263105.938103858,265540.005346623,265540.005346623,275810.212633333,540.005346623133,0.203775602499295,0.203775602499295,10810.2126333332,4.07932552201252,4.07932552201252,540.005346623133,-46055.2715735609,2434.06724276469,299787.767211269,9373.44246615027,3.03189474382332
"1712650239-293","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/206973-productcovers/f24dd1a4-7697-4b03-9758-f9556dd01ffb_0_cover.webp","BMW","BMW-7-Series","BMW-BMW-7-Series-750 Li-8-Automatic","Personal","BMW-BMW-7-Series-750 Li-8-Automatic-2016","Automatic",8,95000,110000,"10 hours ago",83,NA,"https://qatarsale.com/en/product/bmw_7_series_750_li_gray_sedan_automatic_2016-206973","","","BMW-BMW-7-Series-750 Li-8-Automatic-1e+05","2016",1651.77240444844,-16360.2372867235,-31131.8310376492,-47179261.1111099,23399.9999999994,-22108000,11000,115111.111111111,2016.22222222222,105000,"2016",1e+05,0,68000,110250.000000007,104605.200000006,104605.200000006,103631.6022,-5394.7999999937,-4.90436363635791,-4.90436363635791,-6368.39779999998,-5.78945254545452,-5.78945254545452,5394.7999999937,-4861.11111110447,-5644.80000000034,104605.200000006,10505.9111111048,9.12675675675128
"1712650239-294","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215234-productcovers/3661f953-c939-426b-bcd4-9a538043e254_0_cover.webp","Jeep","Jeep-Wrangler","Jeep-Jeep-Wrangler-Sahara-6-Automatic","Personal","Jeep-Jeep-Wrangler-Sahara-6-Automatic-2015","Automatic",6,110000,95000,"10 hours ago",36,NA,"https://qatarsale.com/en/product/jeep_wrangler_sahara_red_suv_automatic_2015-215234","","","Jeep-Jeep-Wrangler-Sahara-6-Automatic-110000","2015",-20176.7630519778,14992.6234628029,-13059.0174418605,-27174594.2337855,13449.9126126135,22112421.1711694,-10917.7927927919,138093.65625,2019.96875,76666.6666666667,"2015",110000,0,113068.69369369,69687.9306306243,70030.0920918283,70030.0920918283,65123.3266,-24969.9079081717,-26.2841135875492,-26.2841135875492,-29876.6734,-31.4491298947368,-31.4491298947368,24969.9079081717,-68405.7256193757,342.161461203999,87746.0016835265,50347.6545664735,36.4590640393544
"1712650239-297","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215367-productcovers/203635a8-d68b-4e64-b744-a44c1e797cf6_0_cover.webp","Avatr","Avatr-11","Avatr-Avatr-11-Standard-0-Automatic","Personal","Avatr-Avatr-11-Standard-0-Automatic-2024","Automatic",0,1200,235000,"10 hours ago",202,NA,"https://qatarsale.com/en/product/pearl_suv_automatic_2024_avatr_11-215367","","","Avatr-Avatr-11-Standard-0-Automatic-10000","2024",83715.2596356312,-4.85004629050915e-12,-9.09494701772928e-13,-73851666.6666667,36500,0,0,244666.666666667,2023.33333333333,0,"2024",10000,0,0,268999.999999995,264695.999999995,264695.999999995,232599.545295238,29695.9999999951,12.6365957446788,12.6365957446788,-2400.45470476177,-1.02147008713267,-1.02147008713267,29695.9999999951,24333.3333333284,-4303.99999999994,264695.999999995,-20029.3333333285,-8.18637602179637
"1712650239-298","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215366-productcovers/7a9abda4-b20b-4bda-b4ac-f33d8d51fe6c_0_cover.webp","BMW","BMW-7-Series","BMW-BMW-7-Series-730 Li-6-Automatic","Personal","BMW-BMW-7-Series-730 Li-6-Automatic-2021","Automatic",6,45000,2e+05,"10 hours ago",116,NA,"https://qatarsale.com/en/product/bmw_7_series_730_li_gray_sedan_automatic_2021-215366","","","BMW-BMW-7-Series-730 Li-6-Automatic-50000","2021",1651.77240444844,-16360.2372867235,-28409.6344564526,-53022494.8337859,26283.1818181815,28532372.1001257,-14095.6959706978,118116.978723404,2017.40425531915,30000,"2021",50000,0,44970.543345537,213648.928451176,211929.667611308,211929.667611308,195363.616566667,11929.6676113082,5.9648338056541,5.9648338056541,-4636.38343333342,-2.31819171666671,-2.31819171666671,11929.6676113082,95531.9497277722,-1719.26083986825,226098.812121779,-107981.833398375,-91.4194001281026
"1712650239-299","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215313-productcovers/09b14013-e80c-4c71-b10b-7ddfcb412604_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GX-6-Automatic","Personal","Toyota-Toyota-Land Cruiser-GX-6-Automatic-2024","Automatic",6,0,233000,"10 hours ago",100,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gx_white_suv_automatic_2024-215313","","","Toyota-Toyota-Land Cruiser-GX-6-Automatic-0","2024",43423.6054989566,25284.0485718444,-18639.0611018364,-30656570.1194305,15156.5134739096,53740389.3854743,-26547.2817014016,212786.343612335,2022.19383259912,408.163265306122,"2024",0,0,8691.22183734924,231233.151762463,234448.66955145,234448.66955145,242234.406202297,1448.66955145038,0.621746588605314,0.621746588605314,9234.40620229676,3.96326446450505,3.96326446450505,1448.66955145038,18446.8081501283,3215.51778898723,200508.411854623,12277.9317577119,5.77007506650917
"1712650239-300","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215303-productcovers/250b6489-f553-410e-8bb4-ee5519f2e8bb_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","Personal","Toyota-Toyota-Land Cruiser-VXR-8-Automatic-2021","Automatic",8,33500,270000,"10 hours ago",140,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_vxr_black_suv_automatic_2021-215303","","","Toyota-Toyota-Land Cruiser-VXR-8-Automatic-40000","2021",43423.6054989566,25284.0485718444,-44045.0854179458,-43931547.3453065,21772.8020233982,62092952.6684328,-30685.5234348438,185270.148148148,2017.89324618736,73368.4210526316,"2021",40000,0,77509.8066134006,256899.519665137,272317.521747881,272317.521747881,236660.990476191,2317.52174788091,0.858341388104039,0.858341388104039,-33339.0095238095,-12.3477813051146,-12.3477813051146,2317.52174788091,71629.3715169891,15418.0020827437,187681.518242266,-2411.37009411742,-1.30154270303125
"1712650239-302","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215363-productcovers/2a870509-d040-44b0-a611-4b3e595992b6_0_cover.webp","Jeep","Jeep-Wrangler","Jeep-Jeep-Wrangler-Sahara-6-Automatic","Personal","Jeep-Jeep-Wrangler-Sahara-6-Automatic-2018","Automatic",6,220000,78000,"11 hours ago",44,NA,"https://qatarsale.com/en/product/jeep_wrangler_sahara_gray_suv_automatic_2018-215363","","","Jeep-Jeep-Wrangler-Sahara-6-Automatic-220000","2018",-20176.7630519778,14992.6234628029,-13059.0174418605,-27174594.2337855,13449.9126126135,22112421.1711694,-10917.7927927919,138093.65625,2019.96875,140000,"2018",220000,0,80315.3153153136,110037.668468468,85444.7452309383,85444.7452309383,77257.539,7444.74523093829,9.54454516786961,9.54454516786961,-742.460999999996,-0.951873076923071,-0.951873076923071,7444.74523093829,-28055.9877815321,-24592.9232375296,87746.0016835265,50347.6545664735,36.4590640393544
"1712650239-303","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215242-productcovers/46e5752f-3867-4786-b460-c8d6b438a5ca_0_cover.webp","Jaguar","Jaguar-F-Pace","Jaguar-Jaguar-F-Pace-R Sport-4-Automatic","Personal","Jaguar-Jaguar-F-Pace-R Sport-4-Automatic-2018","Automatic",4,55000,108000,"11 hours ago",61,NA,"https://qatarsale.com/en/product/jaguar_f_pace_r_sport_white_suv_automatic_2018-215242","","","Jaguar-Jaguar-F-Pace-R Sport-4-Automatic-60000","2018",-30990.9651705703,43281.2248062016,-51061.6666666667,-50346287.1428571,24935.7142857143,83776785.7142857,-41428.5714285714,113466.666666667,2018.83333333333,170000,"2018",60000,0,173928.571428582,96164.2857142911,113693.661224498,113693.661224498,114273.686966667,5693.66122449774,5.27190854120161,5.27190854120161,6273.68696666672,5.8089694135803,5.8089694135803,5693.66122449774,-17302.3809523756,17529.3755102067,113693.661224498,-226.994557831073,-0.200053958135493
"1712650239-304","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215362-productcovers/ba6fc368-777c-4eb8-8947-e11780c20762_0_cover.webp","Land Rover","Land Rover-Evoque","Land Rover-Land Rover-Evoque-Dynamic-4-Automatic","Personal","Land Rover-Land Rover-Evoque-Dynamic-4-Automatic-2016","Automatic",4,152000,55000,"11 hours ago",70,NA,"https://qatarsale.com/en/product/land_rover_evoque_dynamic_gold_suv_automatic_2016-215362","","","Land Rover-Land Rover-Evoque-Dynamic-4-Automatic-160000","2016",45484.2440943665,-99703.9438083288,-11481.7073170732,-39913351.4492754,19786.9565217391,22806082.1256039,-11260.8695652174,99812.5,2017.125,86666.6666666667,"2016",160000,0,104169.082125604,72402.8985507265,65935.1860981604,65935.1860981604,50081.958,10935.1860981604,19.8821565421097,19.8821565421097,-4918.042,-8.94189454545455,-8.94189454545455,10935.1860981604,-27409.6014492735,-6467.71245256612,65935.1860981604,33877.3139018396,33.9409531890691
"1712650239-305","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215359-productcovers/d06c6f3b-a156-4eb3-af61-a58a815e8db5_0_cover.webp","Audi","Audi-Q8","Audi-Audi-Q8-S-Line-6-Automatic","Personal","Audi-Audi-Q8-S-Line-6-Automatic-2023","Automatic",6,26000,310000,"11 hours ago",85,NA,"https://qatarsale.com/en/product/audi_q8_s_line_gray_nardo_suv_automatic_2023-215359","","","Audi-Audi-Q8-S-Line-6-Automatic-30000","2023",-18680.3611594758,104749.787461774,-3948.10606060606,-72022274.43666,35661.9658119587,32682307.6923077,-16153.8461538462,239400,2019.58333333333,10000,"2023",30000,0,3076.92307692021,364955.128205099,349233.984220878,349233.984220878,265808.643166667,39233.9842208776,12.6561239422186,12.6561239422186,-44191.3568333333,-14.2552763978495,-14.2552763978495,39233.9842208776,125555.128205099,-15721.1439842213,349233.984220878,-109833.984220878,-45.8788572351201
"1712650239-306","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215357-productcovers/7838a2b9-3f6f-496f-a2c9-fb44d937344a_0_cover.webp","Ford","Ford-F","Ford-Ford-F-150-6-Automatic","Personal","Ford-Ford-F-150-6-Automatic-2016","Automatic",6,87000,73000,"11 hours ago",115,NA,"https://qatarsale.com/en/product/ford_f_150_silver_pick_up_automatic_2016-215357","","","Ford-Ford-F-150-6-Automatic-90000","2016",-18934.8525755899,449.464412478986,36467.1811320755,-54871490.6306501,27168.6344178079,41003891.552518,-20263.6986301403,174646.941176471,2019.76470588235,125000,"2016",90000,0,152275.114155255,79409.5556506932,87321.9382797572,87321.9382797572,111152.466666667,14321.9382797572,19.619093533914,19.619093533914,38152.4666666667,52.2636529680365,52.2636529680365,14321.9382797572,-95237.3855257774,7912.38262906403,87321.9382797572,87325.0028967134,50.0008773749301
"1712650239-308","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/215347-productcovers/fae4ffb1-543a-4964-b8d5-e90af4142ea3_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-GXR-6-Automatic","Personal","Toyota-Toyota-Land Cruiser-GXR-6-Automatic-2018","Automatic",6,225000,141000,"12 hours ago",67,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_gxr_white_suv_automatic_2018-215347","","","Toyota-Toyota-Land Cruiser-GXR-6-Automatic-230000","2018",43423.6054989566,25284.0485718444,-600.250644320051,-35633262.2664057,17625.6705825806,53674951.0486927,-26519.6251193117,230207.445705024,2021.5623987034,161363.636363636,"2018",230000,0,158347.557921566,164399.779699411,145552.34659122,145552.34659122,154836.266666667,4552.34659122015,3.22861460370223,3.22861460370223,13836.2666666667,9.81295508274236,9.81295508274236,4552.34659122015,-65807.6660056132,-18847.433108191,226146.497082102,4060.94862292262,1.76403878270997
"1712650239-309","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/214075-productcovers/2e4d9028-2cd1-4034-863b-c1ff0ce58ff0_0_cover.webp","Lexus","Lexus-LX","Lexus-Lexus-LX-570 S-8-Automatic","Personal","Lexus-Lexus-LX-570 S-8-Automatic-2021","Automatic",8,129000,330000,"12 hours ago",59,NA,"https://qatarsale.com/en/product/lexus_lx_570_s_green_suv_automatic_2021-214075","","","Lexus-Lexus-LX-570 S-8-Automatic-130000","2021",54098.7719572914,13677.0579784978,-5411.46503700008,-59899105.1833504,29693.5730395604,46157764.3102579,-22804.1317537058,224152.420731707,2017.17682926829,82500,"2021",130000,0,70614.0360184684,334921.701531114,303098.264565098,303098.264565098,273317.066666667,-26901.7354349021,-8.15204104087942,-8.15204104087942,-56682.9333333333,-17.1766464646465,-17.1766464646465,26901.7354349021,110769.280799407,-31823.436966016,226144.305812241,-1991.88508053386,-0.888629743114837
"1712650239-312","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/184409-productcovers/3a1b8c0e-3b55-4df5-bdab-74bd51235fc5_0_cover.webp","Nissan","Nissan-Patrol","Nissan-Nissan-Patrol-Safari-6-Automatic","Personal","Nissan-Nissan-Patrol-Safari-6-Automatic-2023","Automatic",6,2000,170000,"12 hours ago",815,NA,"https://qatarsale.com/en/product/nissan_patrol_safari_black_suv_automatic_2023-184409","","","Nissan-Nissan-Patrol-Safari-6-Automatic-10000","2023",-29803.7596511228,21392.8246088828,976.769390514829,-23771959.6024918,11759.0277777784,28974072.9166667,-14322.9166666667,156764.705882353,2021.61764705882,1500,"2023",10000,0,0,170070.833333333,167349.7,167349.7,173137.51994592,-2650.30000000034,-1.5590000000002,-1.5590000000002,3137.51994591995,1.84559996818821,1.84559996818821,2650.30000000034,13306.12745098,-2721.13333333333,167349.7,-10584.9941176467,-6.75215384615362
"1712650239-314","https://qatarsale.com/en/products/cars_for_sale?page=2","https://qsbproduction.blob.core.windows.net/214196-productcovers/8f58537c-1bf8-432f-b196-2d89f14852e3_0_cover.webp","Toyota","Toyota-Land Cruiser","Toyota-Toyota-Land Cruiser-VXR-8-Automatic","Personal","Toyota-Toyota-Land Cruiser-VXR-8-Automatic-2018","Automatic",8,330000,159000,"12 hours ago",377,NA,"https://qatarsale.com/en/product/toyota_land_cruiser_vxr_silver_suv_automatic_2018-214196","","","Toyota-Toyota-Land Cruiser-VXR-8-Automatic-330000","2018",43423.6054989566,25284.0485718444,-44045.0854179458,-43931547.3453065,21772.8020233982,62092952.6684328,-30685.5234348438,185270.148148148,2017.89324618736,170757.575757576,"2018",330000,0,169566.376917936,191581.113594942,142403.430125929,142403.430125929,137488.4,-16596.5698740708,-10.4380942604219,-10.4380942604219,-21511.6,-13.5293081761006,-13.5293081761006,16596.5698740708,6310.96544679394,-49177.6834690129,187681.518242266,-2411.37009411742,-1.30154270303125
